patient,drug,n_first,n_second,n_both,jaccard
ACH-000311,Ponatinib,1,3,0,0.0
ACH-000311,Posaconazole,0,5,0,0.0
ACH-000311,Pralsetinib,8,1,0,0.0
ACH-000311,Pravastatin (sodium),0,0,0,
ACH-000311,Procainamide (hydrochloride),0,3,0,0.0
ACH-000311,Proglumide,0,1,0,0.0
ACH-000311,Pyridoxine,2,5,2,0.4
ACH-000311,Pyridoxine (hydrochloride),3,20,1,0.0455
ACH-000311,Quinestrol,1,25,0,0.0
ACH-000311,Quinidine (15% dihydroquinidine),0,2,0,0.0
ACH-000311,RMC-6236,0,3,0,0.0
ACH-000311,Radotinib,0,6,0,0.0
ACH-000311,Ralimetinib dimesylate,10,0,0,0.0
ACH-000311,Raltitrexed,0,9,0,0.0
ACH-000311,Ranolazine,0,3,0,0.0
ACH-000311,Rapamycin,1,9,1,0.1111
ACH-000311,Regorafenib,3,1,1,0.3333
ACH-000311,Relugolix,1,2,1,0.5
ACH-000311,Resveratrol,3,6,2,0.2857
ACH-000311,Retinoic acid,1,11,1,0.0909
ACH-000311,Rifaximin,0,1,0,0.0
ACH-000311,Riluzole hydrochloride,2,19,1,0.05
ACH-000311,Rimonabant,4,6,3,0.4286
ACH-000311,Ritonavir,1,6,1,0.1667
ACH-000311,Ropivacaine (hydrochloride monohydrate),3,6,3,0.5
ACH-000311,Rosiglitazone,0,3,0,0.0
ACH-000311,Roxadustat,0,2,0,0.0
ACH-000311,Rucaparib (phosphate),0,3,0,0.0
ACH-000311,Rutin (trihydrate),0,5,0,0.0
ACH-000311,S-Adenosyl-L-methionine (disulfate tosylate),1,3,1,0.3333
ACH-000311,Sacubitril/Valsartan,0,4,0,0.0
ACH-000311,Salicylic acid,1,17,1,0.0588
ACH-000311,Sapanisertib,31,1,1,0.0323
ACH-000311,Saquinavir,3,4,3,0.75
ACH-000311,Selinexor ,3,4,0,0.0
ACH-000311,Sildenafil,0,5,0,0.0
ACH-000311,Silodosin,0,3,0,0.0
ACH-000311,Simotinib,0,4,0,0.0
ACH-000311,Sinomenine,1,6,1,0.1667
ACH-000311,Sivelestat (sodium tetrahydrate),0,6,0,0.0
ACH-000311,Sodium Salicylate,1,13,1,0.0769
ACH-000311,Sonidegib,13,3,3,0.2308
ACH-000311,Sulfatinib,0,3,0,0.0
ACH-000311,Sulfisoxazole,2,7,2,0.2857
ACH-000311,Sunitinib,1,2,1,0.5
ACH-000311,TAK-733,4,2,1,0.2
ACH-000311,TAK-901,8,4,2,0.2
ACH-000311,Tadalafil,0,5,0,0.0
ACH-000311,Talc,0,3,0,0.0
ACH-000311,Tazarotene,0,1,0,0.0
ACH-000311,Temsirolimus,2,4,1,0.2
ACH-000311,Temuterkib,16,1,1,0.0625
ACH-000311,Terfenadine,0,2,0,0.0
ACH-000311,Tetracycline (hydrochloride),0,2,0,0.0
ACH-000311,Thymol,4,5,3,0.5
ACH-000311,Thymopentin,0,5,0,0.0
ACH-000311,Tirabrutinib,0,5,0,0.0
ACH-000311,Tirabrutinib (hydrochloride),2,2,2,1.0
ACH-000311,Tofacitinib,1,10,1,0.1
ACH-000311,Tofacitinib (citrate),0,7,0,0.0
ACH-000311,Tolcapone,2,3,1,0.25
ACH-000311,Tolmetin,0,3,0,0.0
ACH-000311,Tomivosertib,3,2,1,0.25
ACH-000311,Topotecan (hydrochloride),0,2,0,0.0
ACH-000311,Torkinib,3,5,1,0.1429
ACH-000311,Trametinib,24,2,1,0.04
ACH-000311,Trametinib (DMSO_TF solvate),0,1,0,0.0
ACH-000311,Tranilast,0,2,0,0.0
ACH-000311,Triamcinolone,0,22,0,0.0
ACH-000311,Triclosan,1,9,1,0.1111
ACH-000311,Trifluridine,2,5,0,0.0
ACH-000311,Trimetrexate,1,6,1,0.1667
ACH-000311,Tubulin inhibitor 6,3,6,2,0.2857
ACH-000311,Tucatinib,2,1,1,0.5
ACH-000311,Tucidinostat,1,39,1,0.0256
ACH-000311,ULK-101,35,4,3,0.0833
ACH-000311,Uridine,0,0,0,
ACH-000311,Valdecoxib,3,4,3,0.75
ACH-000311,Vandetanib,0,2,0,0.0
ACH-000311,Vemurafenib,3,1,0,0.0
ACH-000311,Verapamil,0,4,0,0.0
ACH-000311,Verteporfin,0,2,0,0.0
ACH-000311,Vilanterol,1,3,1,0.3333
ACH-000311,Vinblastine (sulfate),3,6,2,0.2857
ACH-000311,Vismodegib,3,2,2,0.6667
ACH-000311,Vitamin K4,0,1,0,0.0
ACH-000311,Volasertib,20,3,1,0.0455
ACH-000311,Voriconazole,3,2,1,0.25
ACH-000311,Vortioxetine,0,1,0,0.0
ACH-000311,XRK3F2,12,0,0,0.0
ACH-000311,Zileuton,0,1,0,0.0
ACH-000311,c-Kit-IN-1,7,0,0,0.0
ACH-000311,crizotinib,0,6,0,0.0
ACH-000311,olaparib,3,0,0,0.0
ACH-000311,palbociclib,4,2,1,0.2
ACH-000311,venetoclax,4,4,2,0.3333
ACH-000311,vincristine,15,4,3,0.1875
ACH-000311,γ-Oryzanol,0,2,0,0.0
ACH-000348,(R)-Verapamil (hydrochloride),500,1603,210,0.1109
ACH-000348,(S)-Crizotinib,306,481,82,0.1163
ACH-000348,18β-Glycyrrhetinic acid,329,1377,178,0.1165
ACH-000348,4EGI-1,2061,803,460,0.1913
ACH-000348,5-Azacytidine,1248,2390,563,0.1831
ACH-000348,5-Fluorouracil,1008,767,242,0.1579
ACH-000348,8-Hydroxyquinoline,443,1523,264,0.1551
ACH-000348,9-ING-41,2870,873,389,0.116
ACH-000348,APTO-253,1942,405,183,0.0846
ACH-000348,AT7519,1217,439,238,0.1678
ACH-000348,AZD-7648,2487,790,361,0.1238
ACH-000348,AZD-8055,2759,787,485,0.1584
ACH-000348,AZD1390,1882,849,338,0.1412
ACH-000348,AZD2858,1183,780,186,0.1047
ACH-000348,Abemaciclib,4000,6009,912,0.1003
ACH-000348,Abiraterone acetate,1188,1299,316,0.1456
ACH-000348,Acetazolamide,1582,885,319,0.1485
ACH-000348,Acetohexamide,356,1207,179,0.1293
ACH-000348,Adagrasib,1701,1404,586,0.2326
ACH-000348,Adenine,669,1158,324,0.2156
ACH-000348,Adenosine,503,1808,315,0.1578
ACH-000348,Afatinib,1811,2453,712,0.2005
ACH-000348,Aliskiren,448,1304,231,0.1519
ACH-000348,Allantoin,814,1858,392,0.1719
ACH-000348,Allopurinol,2559,1158,557,0.1763
ACH-000348,Almonertinib (hydrochloride),526,1435,232,0.1342
ACH-000348,Almonertinib (mesylate),888,1457,316,0.1557
ACH-000348,Alpelisib,1467,696,296,0.1585
ACH-000348,Altretamine,144,310,61,0.1552
ACH-000348,Amsacrine,626,1827,354,0.1687
ACH-000348,Anastrozole,955,551,226,0.1766
ACH-000348,Anethole trithione,1080,1675,558,0.254
ACH-000348,Apalutamide,47,810,22,0.0263
ACH-000348,Aprepitant,1750,1010,426,0.1825
ACH-000348,Arbutin,255,648,138,0.1804
ACH-000348,Artemether,1661,1281,460,0.1853
ACH-000348,Artesunate,861,1616,422,0.2054
ACH-000348,Asciminib,1920,1290,500,0.1845
ACH-000348,Aspirin,1190,817,295,0.1723
ACH-000348,Ataluren,1402,725,269,0.1448
ACH-000348,Atazanavir (sulfate),1140,1399,440,0.2096
ACH-000348,Auranofin,1494,6069,956,0.1447
ACH-000348,Azithromycin (hydrate),370,1273,198,0.137
ACH-000348,BAY1125976,2366,2319,743,0.1885
ACH-000348,BI-3406,1670,750,336,0.1612
ACH-000348,BI-78D3,3116,642,323,0.094
ACH-000348,Baicalin,536,1673,326,0.1731
ACH-000348,Balsalazide (sodium hydrate),564,1168,317,0.224
ACH-000348,Belinostat,1413,7852,1081,0.1321
ACH-000348,Belumosudil,843,1585,323,0.1534
ACH-000348,Belumosudil (mesylate),2040,749,357,0.1468
ACH-000348,Belzutifan,1414,863,234,0.1145
ACH-000348,Bendamustine,185,435,80,0.1481
ACH-000348,Benproperine (phosphate),310,756,130,0.1389
ACH-000348,Bentamapimod,2306,633,299,0.1133
ACH-000348,Benztropine (mesylate),858,612,143,0.1078
ACH-000348,Berbamine,1344,1209,423,0.1986
ACH-000348,Berbamine (dihydrochloride),1051,610,208,0.1432
ACH-000348,Berberine (chloride hydrate),481,1405,247,0.1507
ACH-000348,Bergenin,242,1115,135,0.1105
ACH-000348,Bestatin,77,962,38,0.038
ACH-000348,Bestatin (hydrochloride),1217,1263,327,0.1519
ACH-000348,Betamethasone dipropionate,573,1626,366,0.1997
ACH-000348,Bexarotene,1564,1972,642,0.2218
ACH-000348,Bicalutamide,773,836,203,0.1444
ACH-000348,Bimatoprost,513,2091,287,0.1239
ACH-000348,Bimiralisib,2624,2026,686,0.1731
ACH-000348,Binimetinib,3662,2311,1214,0.2551
ACH-000348,Bisoprolol (hemifumarate),399,1225,220,0.1567
ACH-000348,Bortezomib,3597,3233,1598,0.3054
ACH-000348,Bosentan (hydrate),231,1303,151,0.1092
ACH-000348,Brimonidine,728,707,146,0.1133
ACH-000348,Brivudine,2603,2256,799,0.1968
ACH-000348,Budesonide,2729,2695,1163,0.2729
ACH-000348,Busulfan,758,1030,232,0.1491
ACH-000348,CP21R7,1695,498,212,0.107
ACH-000348,Cabozantinib (S-malate),1021,1821,447,0.1866
ACH-000348,Canagliflozin,266,776,121,0.1314
ACH-000348,Canagliflozin (hemihydrate),1087,738,189,0.1155
ACH-000348,Capivasertib,1592,542,241,0.1273
ACH-000348,Capmatinib,1707,600,288,0.1426
ACH-000348,Captopril,1176,815,247,0.1416
ACH-000348,Carbamazepine,1338,1436,370,0.1539
ACH-000348,Celecoxib,2219,600,227,0.0876
ACH-000348,Cepharanthine,490,1484,264,0.1544
ACH-000348,Chlorhexidine (diacetate),945,1543,394,0.1882
ACH-000348,Ciclopirox,459,1771,248,0.1251
ACH-000348,Cilostazol,193,1412,122,0.0823
ACH-000348,Cinacalcet,1079,995,289,0.1619
ACH-000348,Citalopram (hydrobromide),1979,802,303,0.1223
ACH-000348,Clobetasol propionate,1886,2360,917,0.2755
ACH-000348,Clofarabine,138,625,64,0.0916
ACH-000348,Clonidine (hydrochloride),676,1787,421,0.2062
ACH-000348,Clopidogrel,2080,900,413,0.1609
ACH-000348,Clotrimazole,438,1667,267,0.1453
ACH-000348,Cloxacillin (sodium),493,777,226,0.2165
ACH-000348,Cobimetinib,157,1405,95,0.0648
ACH-000348,Crizotinib (hydrochloride),1613,1986,673,0.23
ACH-000348,Cyclosporin A,2155,1736,743,0.236
ACH-000348,Cysteamine (hydrochloride),217,1187,134,0.1055
ACH-000348,Cytarabine,781,846,211,0.149
ACH-000348,Cytarabine (hydrochloride),290,609,128,0.166
ACH-000348,DT-061,1313,594,249,0.1502
ACH-000348,DTP3,2315,288,132,0.0534
ACH-000348,Dabrafenib,2395,1826,678,0.1914
ACH-000348,Daidzin,1234,841,263,0.1451
ACH-000348,Dapagliflozin,845,766,218,0.1565
ACH-000348,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",298,684,104,0.1185
ACH-000348,Darinaparsin,517,2408,334,0.1289
ACH-000348,Darolutamide,1727,1692,599,0.2124
ACH-000348,Decitabine,645,2051,354,0.1512
ACH-000348,Delamanid,1422,1671,564,0.223
ACH-000348,Demeclocycline,312,1067,163,0.134
ACH-000348,Dexamethasone,2095,2725,1172,0.3213
ACH-000348,Dexmedetomidine,142,672,78,0.106
ACH-000348,Diammonium Glycyrrhizinate,571,1776,228,0.1076
ACH-000348,Digitoxin,1896,5646,1421,0.2322
ACH-000348,Dihydroartemisinin,581,2032,263,0.1119
ACH-000348,Dimethyl fumarate,100,480,49,0.0923
ACH-000348,Dinaciclib,2692,6256,2145,0.3153
ACH-000348,Diphenhydramine,734,736,254,0.2089
ACH-000348,Docetaxel,1693,1806,571,0.195
ACH-000348,Docetaxel (Trihydrate),102,1667,66,0.0388
ACH-000348,Dorzolamide (hydrochloride),202,1082,111,0.0946
ACH-000348,Doxorubicin (hydrochloride),216,3941,155,0.0387
ACH-000348,Doxycycline (monohydrate),132,597,59,0.0881
ACH-000348,Drospirenone,1844,1861,660,0.2167
ACH-000348,ERK5-IN-2,2301,2300,695,0.1779
ACH-000348,ETC-206,1525,559,244,0.1326
ACH-000348,EX229,3366,1831,997,0.2374
ACH-000348,Econazole,1253,1148,310,0.1483
ACH-000348,Elagolix sodium,621,1789,330,0.1587
ACH-000348,Elimusertib hydrochloride,2545,1236,609,0.192
ACH-000348,Encorafenib,5426,1828,98,0.0137
ACH-000348,Entecavir (monohydrate),29,1293,22,0.0169
ACH-000348,Entrectinib,1008,1709,305,0.1265
ACH-000348,Epirubicin (hydrochloride),94,4090,69,0.0168
ACH-000348,Eplerenone,114,441,60,0.1212
ACH-000348,Erdafitinib ,2549,684,68,0.0215
ACH-000348,Erlotinib,374,1249,182,0.1263
ACH-000348,Erythromycin,871,1004,204,0.1221
ACH-000348,Esmolol (hydrochloride),1095,1232,303,0.1497
ACH-000348,Estrone sulfate (potassium),1893,1455,452,0.1561
ACH-000348,Everolimus,1514,550,298,0.1687
ACH-000348,Fedratinib (hydrochloride hydrate),1608,2557,759,0.2228
ACH-000348,Fenofibrate,435,420,130,0.1793
ACH-000348,Ferulic acid,223,1013,124,0.1115
ACH-000348,Filgotinib,720,1957,316,0.1338
ACH-000348,Finasteride,148,952,77,0.0753
ACH-000348,Fingolimod (hydrochloride),849,1531,307,0.1481
ACH-000348,Flumatinib (mesylate),998,1935,456,0.1841
ACH-000348,Flutamide,1028,1092,237,0.1259
ACH-000348,Fluvoxamine,415,994,209,0.1742
ACH-000348,Fluvoxamine (maleate),451,1933,267,0.1261
ACH-000348,Folic acid,498,1146,261,0.1887
ACH-000348,Fulvestrant,1313,935,306,0.1576
ACH-000348,Fumaric acid,1028,1686,425,0.1857
ACH-000348,Furosemide,262,968,126,0.1141
ACH-000348,Fusidic acid,341,1048,187,0.1556
ACH-000348,Futibatinib,2355,911,457,0.1627
ACH-000348,GSK1059615,2530,1888,661,0.1759
ACH-000348,Gallic acid,584,1241,292,0.1905
ACH-000348,Gallic acid (hydrate),732,1641,292,0.1403
ACH-000348,Gefitinib,878,835,198,0.1307
ACH-000348,Gemcitabine,2189,919,450,0.1693
ACH-000348,Gemfibrozil,524,1674,273,0.1418
ACH-000348,Glycyrrhizic acid,308,586,75,0.0916
ACH-000348,Goserelin (acetate),483,1235,270,0.1865
ACH-000348,HI-TOPK-032,3045,1327,585,0.1545
ACH-000348,Harringtonine,584,8512,507,0.059
ACH-000348,Hesperidin,217,754,100,0.1148
ACH-000348,Hexylresorcinol,503,1545,312,0.1797
ACH-000348,Homoharringtonine,7343,10591,6265,0.5369
ACH-000348,Hydroxyfasudil,2929,631,205,0.0611
ACH-000348,Hydroxyurea,144,555,47,0.0721
ACH-000348,IQ 1,1990,845,383,0.1562
ACH-000348,Idarubicin (hydrochloride),4922,9205,4009,0.3962
ACH-000348,Idoxuridine,1677,1136,452,0.1914
ACH-000348,Imiquimod (hydrochloride),1294,1355,327,0.1408
ACH-000348,Imiquimod (maleate),94,374,20,0.0446
ACH-000348,Indacaterol (maleate),1803,894,406,0.1772
ACH-000348,Infigratinib,1747,1159,439,0.1779
ACH-000348,Ipatasertib,2426,1095,437,0.1417
ACH-000348,Irinotecan,1942,686,356,0.1567
ACH-000348,Irinotecan (hydrochloride),2419,1164,503,0.1633
ACH-000348,Isocorydine,441,1156,211,0.1522
ACH-000348,Ivermectin,1084,879,257,0.1506
ACH-000348,Ixazomib,1406,1045,454,0.2273
ACH-000348,Ixazomib citrate,992,6100,733,0.1153
ACH-000348,L-Eflornithine (monohydrochloride),1651,790,269,0.1238
ACH-000348,L-Thyroxine (sodium salt pentahydrate),426,1307,160,0.1017
ACH-000348,LB-100,1309,384,163,0.1065
ACH-000348,LJI308,2203,983,477,0.1761
ACH-000348,LY-2584702 (tosylate salt),2285,696,272,0.1004
ACH-000348,LY2090314,986,462,184,0.1456
ACH-000348,Lactate (calcium),1266,1520,333,0.1358
ACH-000348,Lapatinib ditosylate,1628,519,211,0.109
ACH-000348,Larotrectinib,629,1577,272,0.1406
ACH-000348,Lenalidomide (hemihydrate),306,1369,163,0.1078
ACH-000348,Levobupivacaine (hydrochloride),322,731,134,0.1458
ACH-000348,Lidocaine (hydrochloride),934,2216,394,0.143
ACH-000348,Ligustrazine,141,828,86,0.0974
ACH-000348,Lipoic acid,279,835,158,0.1653
ACH-000348,Lonafarnib,2507,810,318,0.106
ACH-000348,Loperamide (hydrochloride),1551,1238,417,0.1758
ACH-000348,Lopinavir,1179,1631,471,0.2014
ACH-000348,Lucanthone,1448,848,394,0.2072
ACH-000348,Lumateperone (tosylate),387,1022,208,0.1732
ACH-000348,MK-3903,2244,1101,406,0.1381
ACH-000348,MK-8353,2063,523,284,0.1234
ACH-000348,ML264,2458,895,388,0.1309
ACH-000348,Macitentan,72,353,34,0.087
ACH-000348,Malotilate,2306,2465,1077,0.2916
ACH-000348,Mebendazole,228,2043,154,0.0727
ACH-000348,Medroxyprogesterone acetate,659,1941,308,0.1344
ACH-000348,Megestrol,691,1229,248,0.1483
ACH-000348,Meloxicam,1085,979,243,0.1334
ACH-000348,Menadione,215,544,74,0.108
ACH-000348,Methotrexate,774,1027,227,0.1442
ACH-000348,Methyl aminolevulinate (hydrochloride),1287,1139,365,0.1771
ACH-000348,Methylprednisolone succinate,2556,62,47,0.0183
ACH-000348,Methylthiouracil,794,1148,250,0.1478
ACH-000348,Mifepristone,196,751,87,0.1012
ACH-000348,Minodronic acid,1471,847,372,0.1912
ACH-000348,Mitoxantrone (dihydrochloride),631,4671,440,0.0905
ACH-000348,Monocrotaline,197,895,92,0.092
ACH-000348,Mozavaptan,175,787,92,0.1057
ACH-000348,NG25,1289,1484,409,0.173
ACH-000348,NVP-BHG712,2569,996,389,0.1225
ACH-000348,Nafamostat (mesylate),1450,760,278,0.1439
ACH-000348,Naproxen,564,680,172,0.1604
ACH-000348,Neratinib,953,1264,294,0.1529
ACH-000348,Neratinib (maleate),567,2669,390,0.137
ACH-000348,Nevirapine,144,819,84,0.0956
ACH-000348,Niclosamide (olamine),220,3003,153,0.0498
ACH-000348,Norepinephrine (hydrochloride),418,1722,222,0.1157
ACH-000348,OTS514,1216,833,269,0.1511
ACH-000348,Olanzapine,480,1811,306,0.1542
ACH-000348,Oleic acid,1381,507,233,0.1408
ACH-000348,Omeprazole,548,1020,168,0.12
ACH-000348,Omeprazole (sodium),783,599,143,0.1154
ACH-000348,Orlistat,219,805,99,0.107
ACH-000348,Osimertinib (mesylate),1190,2059,460,0.1649
ACH-000348,Ouabain (Octahydrate),3150,7037,2485,0.3226
ACH-000348,Oxaliplatin,2098,1150,621,0.2364
ACH-000348,Oxaprozin,1729,1410,488,0.1841
ACH-000348,PF-06260933,2491,756,350,0.1208
ACH-000348,PH-797804,2231,3892,899,0.1721
ACH-000348,Paclitaxel,2258,1830,549,0.1551
ACH-000348,Palmatine (chloride),643,1285,236,0.1395
ACH-000348,Panobinostat,5841,10095,4933,0.4483
ACH-000348,Pasireotide (acetate),888,1555,403,0.1975
ACH-000348,Pemetrexed,321,783,140,0.1452
ACH-000348,Pemigatinib,502,542,39,0.0388
ACH-000348,Penfluridol,159,831,68,0.0738
ACH-000348,Pentagastrin,408,1310,248,0.1687
ACH-000348,Pentamidine (isethionate),602,1641,279,0.1421
ACH-000348,Pentoxifylline,1676,1955,645,0.216
ACH-000348,Peretinoin,550,3097,411,0.127
ACH-000348,Perindopril (erbumine),519,463,102,0.1159
ACH-000348,Pexidartinib (hydrochloride),136,653,89,0.1271
ACH-000348,Phenylephrine (hydrochloride),1449,1718,476,0.1769
ACH-000348,Phenytoin (sodium),229,668,87,0.1074
ACH-000348,Pimitespib,2161,629,343,0.1402
ACH-000348,Pimozide,876,1120,231,0.1309
ACH-000348,Pioglitazone,1622,1348,502,0.2034
ACH-000348,Piroxicam,2549,1296,629,0.1956
ACH-000348,Pitavastatin (Calcium),304,2660,211,0.0766
ACH-000348,Ponatinib,1698,2928,766,0.1984
ACH-000348,Posaconazole,130,1492,86,0.056
ACH-000348,Pralsetinib,2017,1443,577,0.2001
ACH-000348,Pravastatin (sodium),1182,696,246,0.1507
ACH-000348,Procainamide (hydrochloride),109,297,37,0.1003
ACH-000348,Proglumide,536,783,150,0.1283
ACH-000348,Pyridoxine,488,1648,229,0.1201
ACH-000348,Pyridoxine (hydrochloride),1178,1262,455,0.2292
ACH-000348,Quinestrol,521,1459,286,0.1688
ACH-000348,Quinidine (15% dihydroquinidine),207,999,99,0.0894
ACH-000348,RMC-6236,2232,1830,648,0.1898
ACH-000348,Radotinib,929,2383,492,0.1745
ACH-000348,Ralimetinib dimesylate,2453,186,108,0.0427
ACH-000348,Raltitrexed,343,1604,219,0.1267
ACH-000348,Ranolazine,513,983,157,0.1173
ACH-000348,Rapamycin,774,3113,533,0.1589
ACH-000348,Regorafenib,2549,649,382,0.1357
ACH-000348,Relugolix,478,859,232,0.21
ACH-000348,Resveratrol,646,2202,344,0.1374
ACH-000348,Retinoic acid,1234,1843,581,0.2328
ACH-000348,Rifaximin,77,597,51,0.0819
ACH-000348,Riluzole hydrochloride,836,2363,488,0.18
ACH-000348,Rimonabant,412,1244,248,0.1761
ACH-000348,Ritonavir,402,1859,208,0.1013
ACH-000348,Ropivacaine (hydrochloride monohydrate),572,1597,303,0.1624
ACH-000348,Rosiglitazone,169,683,89,0.1166
ACH-000348,Roxadustat,315,1417,179,0.1153
ACH-000348,Rucaparib (phosphate),161,720,70,0.0863
ACH-000348,Rutin (trihydrate),695,568,220,0.2109
ACH-000348,S-Adenosyl-L-methionine (disulfate tosylate),650,1932,402,0.1844
ACH-000348,SBI-0640756,377,759,46,0.0422
ACH-000348,Sacubitril/Valsartan,290,1399,211,0.1428
ACH-000348,Salicylic acid,541,1834,321,0.1563
ACH-000348,Sapanisertib,3391,2492,1004,0.2058
ACH-000348,Saquinavir,452,2049,217,0.095
ACH-000348,Selinexor ,1934,4354,1241,0.2459
ACH-000348,Sildenafil,125,871,66,0.071
ACH-000348,Silodosin,104,233,32,0.1049
ACH-000348,Simotinib,126,171,31,0.1165
ACH-000348,Sinomenine,406,1092,203,0.1568
ACH-000348,Sivelestat (sodium tetrahydrate),148,1881,111,0.0579
ACH-000348,Sodium Salicylate,675,1702,344,0.1692
ACH-000348,Sonidegib,3830,509,255,0.0624
ACH-000348,Sulfatinib,127,605,61,0.0909
ACH-000348,Sulfisoxazole,968,1580,367,0.1683
ACH-000348,Sunitinib,1673,2272,718,0.2225
ACH-000348,TAK-733,1443,1631,490,0.1896
ACH-000348,TAK-901,2817,6635,1774,0.231
ACH-000348,Tadalafil,55,1252,40,0.0316
ACH-000348,Talc,886,530,137,0.1071
ACH-000348,Tazarotene,1678,1482,564,0.2173
ACH-000348,Temsirolimus,886,2485,449,0.1537
ACH-000348,Temuterkib,2537,928,337,0.1077
ACH-000348,Terfenadine,881,1949,339,0.1361
ACH-000348,Tetracycline (hydrochloride),106,1228,58,0.0455
ACH-000348,Thymol,453,1101,175,0.1269
ACH-000348,Thymopentin,132,822,74,0.0841
ACH-000348,Tirabrutinib,688,1263,341,0.2118
ACH-000348,Tirabrutinib (hydrochloride),2214,1930,689,0.1994
ACH-000348,Tofacitinib,545,1864,281,0.132
ACH-000348,Tofacitinib (citrate),529,1781,299,0.1487
ACH-000348,Tolcapone,369,1824,257,0.1327
ACH-000348,Tolmetin,183,609,105,0.1528
ACH-000348,Tomivosertib,2666,645,384,0.1312
ACH-000348,Topotecan (hydrochloride),899,4005,555,0.1276
ACH-000348,Torkinib,2135,847,388,0.1496
ACH-000348,Trametinib,3723,3753,1724,0.2997
ACH-000348,Trametinib (DMSO_TF solvate),1008,1808,527,0.2302
ACH-000348,Tranilast,75,561,43,0.0725
ACH-000348,Triamcinolone,1220,2554,788,0.2639
ACH-000348,Triclosan,479,1454,260,0.1554
ACH-000348,Trifluridine,293,1370,158,0.105
ACH-000348,Trimetrexate,521,1911,301,0.1412
ACH-000348,Tubulin inhibitor 6,1313,591,286,0.1768
ACH-000348,Tucatinib,2089,819,449,0.1826
ACH-000348,Tucidinostat,1231,7773,1013,0.1268
ACH-000348,ULK-101,2656,832,383,0.1233
ACH-000348,Uridine,840,1359,298,0.1568
ACH-000348,Valdecoxib,852,835,202,0.136
ACH-000348,Vandetanib,1591,1741,612,0.225
ACH-000348,Vemurafenib,1967,723,322,0.136
ACH-000348,Verapamil,156,579,68,0.1019
ACH-000348,Verteporfin,145,1486,90,0.0584
ACH-000348,Vilanterol,268,1862,143,0.072
ACH-000348,Vinblastine (sulfate),771,3198,509,0.1471
ACH-000348,Vismodegib,575,559,94,0.0904
ACH-000348,Vitamin K4,1280,972,298,0.1525
ACH-000348,Volasertib,1962,580,296,0.1318
ACH-000348,Voriconazole,1126,1001,260,0.1393
ACH-000348,Vortioxetine,1301,1721,496,0.1964
ACH-000348,XRK3F2,2105,923,334,0.124
ACH-000348,Zileuton,1197,681,218,0.1313
ACH-000348,c-Kit-IN-1,4026,1127,744,0.1687
ACH-000348,crizotinib,111,1051,71,0.0651
ACH-000348,olaparib,2009,194,102,0.0485
ACH-000348,palbociclib,1949,747,309,0.1295
ACH-000348,venetoclax,2141,1578,676,0.2221
ACH-000348,vincristine,2595,907,450,0.1474
ACH-000348,γ-Oryzanol,741,743,187,0.1442
ACH-000389,(R)-Verapamil (hydrochloride),214,931,85,0.0802
ACH-000389,(S)-Crizotinib,136,632,61,0.0863
ACH-000389,18β-Glycyrrhetinic acid,189,878,78,0.0789
ACH-000389,4EGI-1,1565,371,205,0.1184
ACH-000389,5-Azacytidine,563,2049,222,0.0929
ACH-000389,5-Fluorouracil,537,836,173,0.1442
ACH-000389,8-Hydroxyquinoline,231,763,110,0.1244
ACH-000389,9-ING-41,2375,410,224,0.0875
ACH-000389,APTO-253,1153,198,79,0.0621
ACH-000389,AT7519,716,273,113,0.129
ACH-000389,AZD-7648,1574,238,108,0.0634
ACH-000389,AZD-8055,1833,360,199,0.0998
ACH-000389,AZD1390,1144,384,150,0.1089
ACH-000389,AZD2858,951,376,111,0.0913
ACH-000389,Abemaciclib,2602,728,425,0.1463
ACH-000389,Abiraterone acetate,941,1255,279,0.1455
ACH-000389,Acetazolamide,1367,1080,407,0.1995
ACH-000389,Acetohexamide,170,995,71,0.0649
ACH-000389,Adagrasib,1243,1012,365,0.1931
ACH-000389,Adenine,248,558,103,0.1465
ACH-000389,Adenosine,259,1499,146,0.0906
ACH-000389,Afatinib,802,1517,292,0.1441
ACH-000389,Aliskiren,136,655,71,0.0986
ACH-000389,Allantoin,516,1456,224,0.1281
ACH-000389,Allopurinol,2504,1100,603,0.2009
ACH-000389,Almonertinib (hydrochloride),496,945,160,0.1249
ACH-000389,Almonertinib (mesylate),632,1796,302,0.1421
ACH-000389,Alpelisib,773,352,126,0.1261
ACH-000389,Altretamine,85,259,44,0.1467
ACH-000389,Amsacrine,217,1579,109,0.0646
ACH-000389,Anastrozole,511,267,100,0.1475
ACH-000389,Anethole trithione,542,842,245,0.2151
ACH-000389,Apalutamide,61,477,22,0.0426
ACH-000389,Aprepitant,1397,1154,457,0.2182
ACH-000389,Arbutin,122,404,70,0.1535
ACH-000389,Artemether,1160,1379,483,0.2349
ACH-000389,Artesunate,613,1435,325,0.1886
ACH-000389,Asciminib,1156,969,345,0.1938
ACH-000389,Aspirin,908,572,208,0.1635
ACH-000389,Ataluren,895,1140,253,0.142
ACH-000389,Atazanavir (sulfate),1258,1297,486,0.2349
ACH-000389,Auranofin,727,6455,512,0.0768
ACH-000389,Azithromycin (hydrate),216,775,84,0.0926
ACH-000389,BAY1125976,1414,1166,349,0.1564
ACH-000389,BI-3406,1964,521,326,0.151
